종목명,신문사,시간,제목,본문
동국제약,한국경제,2017.10.01. 오후 5:06,"동국제약-마다가스카르, 건강식품 공동 개발","천연물 산업교류 MOU

[ 전예진 기자 ] 동국제약은 마다가스카르 정부와 ‘천연물 의약품·건강기능식품 개발을 위한 공동연구’를 하기로 합의했다고 1일 밝혔다.

이번 합의는 지난달 22일 마미 라라티아나 앙드리아마나리보 마다가스카르 공중보건부 장관과 이시종 충북지사가 맺은 천연물산업 교류 상호이익을 위한 양해각서(MOU)에 따른 것이다.

이 지사는 국제한방바이오산업엑스포에 참가한 김광종 동국제약 부사장과 앙드리아마나리보 장관의 만남을 주선했다. 이 지사는 “마다가스카르의 풍부한 자원과 동국제약의 천연물 의약품 개발 노하우가 시너지 효과를 낼 것”으로 기대했다.

마다가스카르는 아프리카 남동쪽 인도양에 있는 섬으로 천연물 자원이 풍부하다. 동국제약 상처 치료 연고인 마데카솔의 원료 센텔라아시아티카는 마다가스카르에서 들여온 것이다.

김 부사장은 “센텔라아시아티카 정량 추출물로 제조한 화장품 브랜드 센텔리안24도 좋은 반응을 얻고 있다”며 “이번 합의를 계기로 마데카솔과 센텔리안24를 잇는 차세대 밀리언셀러 제품을 개발하겠다”고 말했다.

전예진 기자 ace@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
동국제약,한국경제,2017.10.01. 오후 5:57,[모바일 한경] 동국제약과 마다가스카르의 각별한 인연 등,"모바일 한경은 PC·폰·태블릿에서 만나는
프리미엄 디지털 서비스입니다.

구독 mobile.hankyung.com
문의 02) 360-4000

▶동국제약과 마다가스카르의 각별한 인연

▶명절 범죄 주의보…‘빈집털이’ 피하려면 어떻게?

▶이승환 밴드 공연부터 불꽃의 행진까지

▶(카드뉴스) 2200년 전 중국이 살아 숨쉬는 시안



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
동국제약,매일경제,2017.10.10. 오후 1:29,"동국제약, 15일 마데카솔 모델 양세형 팬 사인회 개최키로","[자료 제공 = 동국제약]
동국제약은 오는 15일 서울 송파구 롯데월드 지하 1층 로티로리 광장에서 마데카솔 광고 모델인 양세형의 팬 사인회를 개최한다고 10일 밝혔다.

'마데카솔 우리아이 안전 캠페인'의 일환으로 진행되는 이번 팬 사인회에서 양세형은 100명에게 사인을 해주고 어린이 안전에 대한 메시지를 전달할 계획이다. 마데카솔 브랜드 홈페이지와 동국제약 블로그를 통해 이번 행사의 사전 신청을 할 수 있다.

동국제약 마케팅 담당자는 양세형은 '옛솔, 칫솔, 마데카솔'이라는 마데카솔 광고 문구를 맛깔스럽게 표현해줬다며 ""광고 모델이 직접 소통하며 안전에 대한 메시지를 전달하면 부모나 아이들이 좀 더 쉽게 받아들일 수 있을 것 같아 이번 행사를 기획했다""고 말했다.

동국제약은 지난 2012년부터 매년 '마데카솔 우리아이 안전캠페인'을 통해 야외활동 시 간편하게 지참할 수 있는 휴대용 구급가방을 보육시설에 무상으로 지원하고 있다.

[디지털뉴스국 한경우 기자]



▶직장인 당구왕은 바로 당신! 지금 신청하세요
▶뉴스 이상의 무궁무진한 프리미엄 읽을거리"
동국제약,스포츠조선,2017.10.10. 오후 4:22,"동국제약, 15일 롯데월드서 양세형과 '안전 캠페인'","동국제약은 10일 오는 15일 '마데카솔 우리아이 안전 캠페인'의 일환으로 마데카솔 광고모델인 양세형의 팬 사인회를 개최한다고 밝혔다.

팬 사인회는 서울시 송파구 소재 롯데월드 지하1층 매표소 부근 로티로리 광장에서 정오부터 오후 1시30분까지 진행될 예정이다.

이날 양세형은 사전 신청자와 현장을 방문한 소비자 100명에게 사인을 해 주고 어린이 안전에 대한 당부 메시지도 전달한다는 계획이다. 사전 예약은 마데카솔 브랜드 홈페이지와 동국제약 블로그를 통해서 가능하며, 추첨을 통해 20명을 선정한다.

동국제약 마케팅 담당자는 ""각종 예능 프로그램을 통해 다양한 연령층에서 인기를 얻고 있는 양세형을 통해 안전에 대한 메시지를 전달하면 좀 더 쉽게 받아들일 수 있을 것 같아 이번 행사를 기획했다""고 말했다.

동국제약은 지난 2012년부터 매년 '마데카솔 우리아이 안전캠페인'을 통해 야외활동 시 간편하게 지참할 수 있는 휴대용 구급가방을 보육시설에 무상으로 지원하고 있다.
이규복 기자 kblee341@sportschosun.com

▶제대로 찍었다! 프로토 80회차 해외축구 필살픽 1031% 적중 [스포츠조선 바로가기] [스포츠조선 페이스북]
- Copyrightsⓒ 스포츠조선(http://sports.chosun.com/), 무단 전재 및 재배포 금지"
동국제약,뉴시스,2017.10.10. 오후 5:00,"동국제약, 마데카솔 모델 양세형 팬 사인회 개최","【서울=뉴시스】류난영 기자 = 동국제약은 15일 '마데카솔 우리아이 안전 캠페인'의 일환으로 마데카솔 광고 모델 '양세형 팬 사인회'를 개최한다고 10일 밝혔다.

이번 팬 사인회는 서울시 송파구 롯데월드 지하 1층 매표소 부근 로티로리 광장에서 낮 12시부터 오후 1시30분까지 진행될 예정이다.

이날 양세형은 사전 신청자와 현장을 방문한 소비자 100명에게 사인을 해 주고 어린이 안전에 대한 당부 메시지도 전달할 예정이다. 사전 예약은 마데카솔 브랜드 홈페이지와 동국제약 블로그를 통해서 신청 할 수 있으며 추첨을 통해 20명을 선정한다.

동국제약 마케팅 담당자는 ""양세형 씨는 각종 예능 프로그램에서 친근하고 재미있는 캐릭터로 다양한 연령층에게 인기를 얻고 있다""며 ""광고 모델이 팬들과 직접 소통해 아이들의 안전에 대한 메시지를 전달하면 부모나 아이들이 좀 더 쉽게 받아들일 수 있을 것 같아 이번 행사를 기획했다""고 말했다.

you@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
동국제약,한국경제,2017.10.12. 오전 11:38,"동국제약, 마시는 '프리미엄 콜라겐 3200' 출시","[ 한민수 기자 ]

동국제약 헬스케어사업부는 '센텔리안24'의 새로운 제품 '프리미엄 콜라겐 3200'을 출시한다고 12일 밝혔다.

13일 오전 7시15분, CJ오쇼핑을 통해 선보일 예정인 프리미엄 콜라겐 3200은 마시는 앰플 형태다. 극나노 콜라겐 펩타이드 3200mg을 함유하고 있다. 식품에 들어있는 콜라겐은 분자량이 커서 흡수가 어려운데 반해, 프리미엄 콜라겐 3200의 콜라겐 펩타이드는 500달톤(머리카락 굵기 10만분의 1 크기)으로 쪼개져 있어 체내 흡수율이 높다는 설명이다.

이번 제품은 기존에 출시했던 '마시는 콜라겐'(펩타이드 3000mg)에 비해 콜라겐 함량을 높였다. 비타민C 히알루론산 비타민D 비오틴 알로에 병풀추출물 등도 함유해 탄력 있고 건강한 피부를 가꿀 수 있도록 돕는다고 회사 측은 전했다.

동국제약 관계자는 ""단백질의 일종인 콜라겐은 피부 진피의 90%를 차지하며 피부의 탄력과 보습을 유지하는 중요한 역할을 담당한다""며 ""노화 수면부족 다이어트 스트레스로 피부 불균형이 심화되면 콜라겐량도 급감하므로, 흡수율이 좋은 고품질의 콜라겐을 섭취해 균형을 맞춰주는 것이 중요하다""고 말했다.

프리미엄 콜라겐 3200은 합성착향료 합성착색료 설탕 지방 당류 콜레스테롤이 들어있지 않다.

한민수 기자 hms@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
동국제약,스포츠조선,2017.10.12. 오후 2:21,"마시는 콜라겐 업그레이드 버전! 동국제약, '프리미엄 콜라겐 3200'","'프리미엄 콜라겐 3200'.
동국제약 헬스케어사업부는 12일 센텔리안24의 새로운 이너뷰티 제품 '프리미엄 콜라겐 3200'을 출시한다고 밝혔다.

13일 오전 CJ오쇼핑을 통해 처음 선보일 예정인 프리미엄 콜라겐 3200은 마시는 앰플 형태로 '극나노 콜라겐 펩타이드' 3200mg을 함유하고 있다.

식품 속 콜라겐은 분자량이 커서 몸 속 흡수가 어려운데 반해, 프리미엄 콜라겐 3200의 콜라겐 펩타이드는 500달톤(머리카락 굵기 10만분의 1크기)으로 미세하게 쪼개져 있어 체내 흡수율이 높다.

기존에 출시했던 '마시는 콜라겐(펩타이드 3000mg)'에 비해 콜라겐 함량을 높였고, 비타민C, 히알루론산, 비타민D, 비오틴, 알로에, 병풀추출물 등을 함유해 탄력 있고 건강한 피부를 가꿀 수 있도록 돕는다.

동국제약 헬스케어사업부 담당자는 ""단백질의 일종인 콜라겐은 피부 진피의 90%를 차지하며 피부의 탄력과 보습을 유지하는 중요한 역할을 담당한다""며 ""노화, 수면부족, 다이어트, 스트레스로 피부 불균형이 심화되면 콜라겐량도 급감하므로, 흡수율이 좋은 고품질의 콜라겐을 섭취해 밸런스를 맞춰주는 것이 중요하다""고 말했다.

프리미엄 콜라겐 3200은 합성착향료, 합성착색료, 설탕 등을 함유하고 있지 않을 뿐만 아니라 지방, 당류, 콜레스테롤도 배제했다.
이규복 기자 kblee341@sportschosun.com

▶제대로 찍었다! 프로토 80회차 해외축구 필살픽 1031% 적중 [스포츠조선 바로가기] [스포츠조선 페이스북]
- Copyrightsⓒ 스포츠조선(http://sports.chosun.com/), 무단 전재 및 재배포 금지"
동국제약,뉴시스,2017.10.12. 오후 3:57,"동국제약, 마시는 '프리미엄 콜라겐 3200' 출시","【서울=뉴시스】류난영 기자 = 동국제약 헬스케어사업부는 '센텔리안24'의 새로운 이너뷰티 제품 '프리미엄 콜라겐 3200'을 출시한다고 12일 밝혔다.

오는 13일 CJ오쇼핑을 통해 처음 선보일 예정인 프리미엄 콜라겐 3200은 마시는 앰플 형태이며 '극나노 콜라겐 펩타이드' 3200㎎을 함유하고 있다. 식품 속 콜라겐은 분자량이 커서 몸 속 흡수가 어려운데 반해 프리미엄 콜라겐 3200의 콜라겐 펩타이드는 500달톤(머리카락 굵기 10만분의 1크기)으로 미세하게 쪼개져 있어 체내 흡수율이 높다.

기존에 출시했던 '마시는 콜라겐(펩타이드 3000㎎)'에 비해 콜라겐 함량을 높였으며 비타민C, 히알루론산, 비타민D, 비오틴, 알로에, 병풀추출물 등을 함유해 탄력 있고 건강한 피부를 가꿀 수 있도록 돕는다.

동국제약 헬스케어사업부 담당자는 ""단백질의 일종인 콜라겐은 피부 진피의 90%를 차지하며 피부의 탄력과 보습을 유지하는 중요한 역할을 담당한다""며 ""노화, 수면부족, 다이어트, 스트레스로 피부 불균형이 심화되면 콜라겐량도 급감하므로 흡수율이 좋은 고품질의 콜라겐을 섭취해 밸런스를 맞춰주는 것이 중요하다""고 말했다.

'프리미엄 콜라겐 3200'은 합성착향료, 합성착색료, 설탕이 첨가되어 있지 않을 뿐 아니라 지방, 당류, 콜레스테롤도 들어있지 않다.

you@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
동국제약,매일경제,2017.10.12. 오후 4:21,"동국제약, 함량 높인 피부 기능성 제품 `프리미엄 콜라겐 3200` 출시","동국제약의 이너뷰티 제품 '프리미엄 콜라겐 3200'. [사진 제공 = 동국제약]
동국제약 헬스케어사업부는 오는 13일 홈쇼핑 채널을 통해 자사의 뷰티 브랜드 센텔리안24의 새로운 이너뷰티(Inner Beauty) 제품 '프리미엄 콜라겐 3200'을 출시한다고 12일 밝혔다.

마시는 앰플 형태로 제조된 프리미엄 콜라겐 3200에는 극나노 콜라겐 펩타이드가 3200mg 함유돼 있다. 극나노 콜라겐 펩타이드는 500달톤(머리카락 굵기의 10만분의1)으로 쪼개져 있어 체내 흡수율이 높다. 일반 식품 속의 콜라겐은 분자량이 커 체내 흡수가 어려운 것으로 알려졌다.

프리미엄 콜라겐 3200은 기존 제품인 마시는 콜라겐보다 극나노 콜라겐 펩타이드 합량을 200mg 높였다. 또 타민C, 히알루론산, 비타민D, 비오틴, 알로에, 병풀추출물 등을 함유해 탄력 있고 건강한 피부를 가꿀 수 있도록 돕는다고 회사 측은 설명했다.

동국제약 헬스케어사업부 담당자는 ""단백질의 일종인 콜라겐은 피부 진피의 90%를 차지하며 피부의 탄력과 보습을 유지하는 중요한 역할을 담당한다""며 ""노화, 수면부족, 다이어트, 스트레스로 피부 불균형이 심화되면 콜라겐량도 급감하기 때문에 흡수율이 좋은 고품질의 콜라겐을 섭취해 밸런스를 맞춰주는 것이 중요하다""고 말했다.

합성착향료·합성착색료·설탕 등을 첨가하지 않고 만든 프리미엄 콜라겐 3200에는 지방·당류·콜레스테롤이 없다.

프리미엄 콜라겐 3200은 다음날 오전 CJ오쇼핑 방송을 통해 첫 판매될 예정이다.

[디지털뉴스국 한경우 기자]



▶직장인 당구왕은 바로 당신! 지금 신청하세요
▶뉴스 이상의 무궁무진한 프리미엄 읽을거리"
동국제약,스포츠경향,2017.10.12. 오후 4:41,"동국제약, 마시는 프리미엄 콜라겐 3200 출시","동국제약 헬스케어사업부는 ‘센텔리안24’의 새로운 이너뷰티(Inner Beauty) 제품 ‘프리미엄 콜라겐 3200’을 출시한다.

프리미엄 콜라겐3200


오는 13일 CJ오쇼핑을 통해 처음 선보일 예정인 프리미엄 콜라겐 3200은 마시는 앰플 형태이며 ‘극나노 콜라겐 펩타이드’ 3,200mg을 함유하고 있다. 식품 속 콜라겐은 분자량이 커서 몸 속 흡수가 어려운데 반해, 프리미엄 콜라겐 3200의 콜라겐 펩타이드는 500달톤(머리카락 굵기 10만분의 1크기)으로 미세하게 쪼개져 있어 체내 흡수율이 높다.

동국제약 헬스케어사업부 담당자는 “단백질의 일종인 콜라겐은 피부 진피의 90%를 차지하며 피부의 탄력과 보습을 유지하는 중요한 역할을 담당한다”며, “노화, 수면부족, 다이어트, 스트레스로 피부 불균형이 심화되면 콜라겐량도 급감하므로, 흡수율이 좋은 고품질의 콜라겐을 섭취해 밸런스를 맞춰주는 것이 중요하다”고 말했다.

<김문석 기자 kmseok@kyunghyang.com>


▶ [스포츠경향 인기 무료만화 보기]
▶ [핫&스타포토]

©스포츠경향(sports.khan.co.kr), 무단전재 및 재배포 금지"
