총점,회사,날짜,별점,요약,장점,단점,경영진에게
1.6,(주)비디아이,2022. 03,1점,"""두서없이 일해 정신을 차릴 수 없는 곳으로 체계적이지 못함""",다양한 업무를 동시에 진행하기에 관련 업무 스킬은 늘어남,"불필요한 사람들이 많은 가족회사.
문제 많은 꼭대기와 그의 친위대들이 일을 산으로 몰고감","제발 옆 사람 말을 들어주세요.
다 생각있고 회사에 애정 가지고 있는 사람들입니다."
1.6,(주)비디아이,2022. 03,2점,"""힘듬 일당백이어야함 혼자서 설계구매시운전 업체관리 모든걸 해야함""",erp가 없어서 출장시 구두보고 하면됨 출장가면 숙소부터 밥까지 모든걸 회사에서 줌 장점이자 단점이 되는게 출장가면 남는게 없음 점심은 자유롭게 식당을 고를수 았음,"연봉인상이 없고 가끔 급여 밀림언젠가는 주지만 직장인 한테 급여가 밀리면 한달 살기가 힘들어짐
급여인상은 거의 없고 밑에 직원 말을 안들음",매년 적정한 급여인상과 사람이 귀한줄 알아야 한다고 생각합니다 뽑으면 되지 라는 마인드보다 오합지졸 다섯명보다 일당백 한명이 나은 만큼 일을 하는만큼 챙겨주면 클수 있는 회사라고 상각합니다
1.6,(주)비디아이,2022. 03,2점,"""업무 난이도와 보상체계가 하향평준화된 기업""","불필요한 야근 없고, 연차에 대한 불필요한 간섭이 없음.
출퇴근 시간을 여유롭게 조절가능.",부서간 업무 단절이 심함. 직원이 퇴사율이 높고 업무인수인계가 체계적이지 못함.,합리적인 보상체계의 구축이 필요. 기타 직원역량을 키우기 위한 의지 및 투자 필요
1.6,(주)비디아이,2022. 03,2점,"""위에 임원만 가득한 별로인 회사며 기본적인 조직구성 및 대우가 아예 없음 있을수록 손해인 회사""",장점이라고 생각할수 있는게 없음. 그나마 장점인게 사람들이 그나마 좋아서 같이 일하는데는 편하나 위 에 임원진들이 아주 개판임,조직적으로 구성이 문제가 많으며 인재에 대한 육성 및 관리가 너무 없음,회사를 위해 일하는 사람들에 대한 처우 개선과 사고방식을 바꿔야함
1.6,(주)비디아이,2022. 03,1점,"""겉으로 상장 회사이긴 하지만 내부적으론 경영,체계,복지 등 매우 부족한 회사""","1. 근태 관리가 없어 편하게 출퇴근 할 수 있음.
2. 밥표를 자유롭게 이용할 수 있어서 저녁 해결 가능.(구내 식당 맛집)","1. 오너 패밀리가 많음.
2. 밑에 직원들보다 임원수가 더 많음.
3. 체계가 없음.",무리한 사업 확장으로 인해 회사가 어려움에 직면했으며 그 피해는 모두 직원들이 받고 있음. 경영진들은 반성바라며 정상화 하기 위해 노력하는 모습을 보이기를...
2.8,(주)클라우드에어,2022. 08,1점,"""전장용LED 조명으로 현기차 3차 밴더쯤 된다고 보면 된다. 기업 오너가 자주 바뀌고 사업이 자주 바뀌는 미스터리한 회사.""",기존에 고인물들이 3시세끼 먹으며 칼퇴하기 좋다. 그 외에는 없다.,"한두가지가 아님. 횡령부터 해서 다단계, 파벌, 없는 게 없다. 전장용 LED 사업으로 겨우 먹고살고 있는 회사고 성장 가능성은 제로다. 사주가 기업 엠앤에이 전문이라고 들은 것같은데 주력 사업에 투자 안하고 주식으로 먹고사는 듯. 사주가 여러번 바뀌어 직원들은 애사심 같은 것은 전혀 없음.",바라는 게 뭐가 있겠습니까. 경영진이 누군지도 얼굴도 모르는데.
2.8,(주)클라우드에어,2022. 02,2점,"""언제까지 사업할지.....궁금하네요
신기하게도 사명 바꿔가며 운영중""","눈치안보고 연차사용
널널합니다
업력이 오래됨
다음 사명은 무엇?","회사주인이 바뀌고 힘들수도
잘모르겠다
진심...
다나갔음?","적극적인 투자
회사매각
캐시카우말고 다른..
복지가좋아져야,"
2.8,(주)클라우드에어,2021. 12,5점,"""직원 개개인의 회사생활, 가정사 등에도 관심을 가져주고 생각해주는 회사""","직원 만족도가 높은 회사, 복지포인트, 학자금(유치원) 등등 중소기업이지만 복지수준이 다소 높은편",인사고과나 실적평가가 너무 평균적으로 이루어짐. 급여가 작지는 않으나 많지도 않음. 평균보다 조금 높은 수준,"신규 사업, 아이템 발굴등 회사 규모를 성장시킬 수 있는 방향이 필요하다고 생각함."
2.8,(주)클라우드에어,2021. 07,2점,"""LED 사관학교, 작지만 LED 관련된 모든것을 배우고 경험 할 수 있다.
나중에 그만 두고 보니 나름 프로세스도 나쁘지 않다고 생각 한다.""","말그대로 LED 사관학교. 본인이 노력만 한다면 LED에 관한 모든것을 배울수 있다.
근무 환경 자유롭고 퇴근시간 잘 지켜지고 괜찮은 동료들이었다.
망할일은 없다.","아무래도 중소기업이라 큰 복지는 없다(소소한 복지는 있다)
사업 아이템이 한정적이라 매출도 한정적이다.","쉽지 않겠지만 신규 아이템도 필요 할거고 직원들 복지도 좀만더 신경쓰면 중소기업중엔
꽤 괜찮은 회사로 기억 될거 같네요"
2.8,(주)클라우드에어,2021. 05,3점,"""개인 시간이 많은 회사, 시간적 여유 빼고는 딱히 내세울게 없음.""",상대적으로 야근이 없으며 시간적 여유가 많은 편. 본인의 의지에 따라 회사를 다니면서 개인적인 투자가 가능함.,"매년 떨어지는 매출, 실적, 비젼. 회사에 대한 투자가 낮은 편이며 이렇다할 복지도 없음.",복지에 더 많은 신경 써주시기 바랍니다.
2.8,(주)클라우드에어,2021. 01,3점,"""정말 그냥 그냥 다니는 회사입니다. 장점이 무엇인지 모르겠네요.""",장점은 워라벨이 정말 좋습니다. 직원들이 뭐하는지 크게 터치가없습니다. 회사가 어떻게 돌아가는건지 모르겠습니다.,"연봉이 아주 적고, 회사 비전이 전혀보이지 않습니다.
최근 몇년사이에 회사명만 두세번 변경했는데, 무슨회사인지 모르겠습니다.",제발 이상한 사업 넓히지 말고 선택과 집중을 하시길바랍니다.
2.8,(주)클라우드에어,2020. 10,1점,"""연봉과 복지 모두 좋지 않습니다.중소기업이라고해도 심함""",유일한 장점은 회사내에 공장이 있어서 식당이 있다는거 말고는 없습니다.,연봉 인상도 거의 없고 인센티브는 기대하기도 힘듬 딱히 장점을 찾기 힘들 정도로 단점이 많음,회사 경영 및 실적에는 전혀 과님이 없음...
