종목명,신문사,시간,제목,본문
코나아이,한국경제TV,2019.10.14. 오전 10:03,"코나아이, 전일대비 -10.06%... 이 시각 거래량 15만8921주","[한국경제TV 라이온봇 기자]
코나아이


14일 오전 스마트 카드 관련 종합솔루션 제공업체로 알려진 코나아이(052400)가 큰 폭으로 하락했다.
보합으로 출발한 주가는 꾸준히 하락하여 오전 10시 2분 현재 전일대비 -10.06% 수준인 1만6100원을 기록하고 있다.

거래량은 전거래일 대비 95.31% 수준인 15만8921주를 넘어서고 있다.
이 종목 전체 주식수의 1.02%에 해당하는 물량이다.

[그래프]코나아이 일봉 차트


[표] 거래원 상위(10:02 기준)
코나아이


이 시각 거래소에서 코나아이 이외에도 녹십자홀딩스2우(-11.78%), 흥구석유(-15.33%)가 하락세를 보이고 있다.

라이온봇 기자 -한국경제TV
※ 본 기사는 한국경제TV와 `금융 AI 전문기업 씽크풀`이 실시간으로 작성한 기사입니다.

라이온봇기자

▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]
▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]

ⓒ 한국경제TV, 무단 전재 및 재배포 금지"
코나아이,한국경제,2019.10.15. 오후 2:34,"[실적속보]코나아이, 올해 3Q 영업이익률 전년동기 대비 대폭 상승... 43.3%p↑ (개별,잠정)","◆ 올해 3Q 매출액 329억원... 전년동기 대비 54.0% ↑ (개별,잠정)
코나아이(052400)는 15일 올해 3분기 영업실적(개별,잠정)을 공시했다.이에 따르면 매출액은 329억원으로 전년동기 대비 54.0%(115억 3천만원) 증가했다. 같은 기간 영업이익은 34억원으로 흑자전환했다. 당기순이익은 46억원으로 흑자전환했다. 코나아이는 스마트 카드 관련 종합솔루션 제공업체로 알려져 있다.

[표]코나아이 분기 실적
* 4분기 실적은 연간실적 공시를 토대로 계산된 값임

◆ 3년 중 최고 매출 달성, 3년 중 최고 영업이익
이번에 발표한 코나아이의 분기 매출액은 이전 3년 중 가장 높은 실적을 기록했다. 이전 최고 실적이었던 2019년 2분기 보다도 10.6%(0원) 늘어난 것으로 나타났다. 또한 코나아이는 이전 3년 중 가장 높은 분기 영업이익을 기록했고, 이는 이전 최고 영업이익이었던 2019년 2분기 보다도 0원(52.0%) 늘어난 것으로 나타났다.

[그래프]코나아이 분기별 실적 추이


◆ 올해 3분기 실적 반영 시 PER -3.3배 → -16.2배
19년 3분기 실적과 현재 주가를 반영한 코나아이의 PER는 전년동기 -3.3배에서 -16.2배로 낮아졌고, PBR은 전년동기 1.4배에서 2.7배로 높아졌으며, 자기자본이익률(ROE)은 전년동기 -41.5%에서 -16.4%로 높아졌다.PER는 주가의 고평가·저평가를 나타내는 지표로 일반적으로 PER가 낮을수록 실적 대비 주가가 저평가된 것으로 판단한다. 주가가 하락하거나 이익이 증가하면 낮아진다.

[표]코나아이 투자지표 비교
* 투자지표는 최근 4개 분기 당기순이익의 합으로 계산함


◆ 경쟁사 대비 매출액 증감률 우수, 매출액 증감률 +54.0%
경쟁사들과 비교했을 때 코나아이의 전년 동기 대비 매출액 증감률은 상당히 높은 수준이다.

[표]코나아이 및 경쟁사 전년동기 대비 성장률


◆ 실적 발표 직전, 5일간 기관 700백주 순매수
실적 발표 직전 5일 동안 기관의 순매수 행진이 계속되었다. 이 기간 동안 기관과 외국인은 각각 700백주, 545백주를 순매수했다. 반면 개인은 200백주를 순매도한 것으로 나타났다. 같은 기간 코나아이 주가는 -9.2% 하락했다.

[그래프]코나아이 실적발표 직전 투자자 동향


한경로보뉴스

이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.



▶ 네이버에서 한국경제 뉴스를 받아보세요
▶ 한경닷컴 바로가기 ▶ 모바일한경 구독신청

ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
코나아이,머니투데이,2019.10.15. 오후 2:37,"코나아이, 3Q 영업익 34억원…흑자전환","[머니투데이 김주현 기자]
코나아이는 올해 3분기 별도기준으로 영업이익 33억7400만원을 기록하며 지난해 3분기 대비 흑자전환했다고 15일 공시했다.

같은 기간 매출액은 54.1% 증가한 328억7200만원을 기록했다. 당기순이익은 45억9500만원을 기록하며 흑자전환했다.

김주현 기자 naro@

▶부잣집 며느리들의 말못할 사정 [변호사상담]
▶버핏의 6가지 지혜 [투자노트] ▶네이버 구독 추가

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
코나아이,헤럴드경제,2019.10.15. 오후 2:45,"코나아이, 3분기 영업익 34억…흑자전환","[헤럴드경제=IB증권팀] 코나아이는 3분기 별도기준 영업이익이 33억7400만원으로 전년동기대비 흑자전환했다고 15일 공시했다.

같은 기간 매출액은 328억7200만원으로 54.1% 늘어난 것으로 나타났다.

당기순이익은 45억9500만원으로 흑자전환했다.

totoro@heraldcorp.com

▶네이버에서 헤럴드경제 채널 구독하기

▶바삭바삭 온가족 영양간식 타임특가, 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기



- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
코나아이,아시아경제,2019.10.15. 오후 3:17,"코나아이, 3분기 영업익 34억원…전년비 흑자전환","[아시아경제 유현석 기자] 코나아이는 3분기 영업이익이 34억원으로 전년 동기 대비 흑자전환했다고 15일 공시했다. 같은기간 매출액은 329억원으로 54.1% 늘었으며 당기순이익은 46억원으로 흑자전환했다.

유현석 기자 guspower@asiae.co.kr

▶ 신강재강(身强財强) 해야 부자사주라고? 나는?
▶ 경제 감각을 키우고 싶다면? ▶ 재미와 지식이 가득한 '과학을읽다'

<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>"
코나아이,뉴시스,2019.10.15. 오후 3:20,"[공시]코나아이, 3분기 영업익 34억…흑자전환","【서울=뉴시스】김제이 기자 = 코스닥 상장사 코나아이는 3분기 별도 기준 영업이익이 33억7400만원으로 전년 동기 대비 흑자전환했다고 15일 공시했다. 같은 기간 매출은 328억7200만원으로 54.1% 늘어난 것으로 나타났다. 당기순이익은 45억9500만원으로 흑자전환했다.

jey@newsis.com

▶K-Artprice 오픈! 미술품 가격정보 한눈에 보세요

▶ 네이버에서 뉴시스 채널 구독하기

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
코나아이,이데일리,2019.10.15. 오후 4:22,"코나아이, 3Q 영업익 34억원…흑자전환","[이데일리 김윤지 기자] 코나아이(052400)는 올해 3분기 별도 기준 영업이익이 전년 동기 대비 흑자전환한 33억7400만원으로 잠정 집계됐다고 15일 공시했다. 같은 기간 매출액은 328억7200만원으로 54.1% 늘어났고, 당기순이익은 45억9500만원으로 흑자전환했다.

김윤지 (jay3@edaily.co.kr)

네이버 홈에서 ‘이데일리’ 뉴스 [구독하기▶]
꿀잼가득 [영상보기▶] , 청춘뉘우스~ [스냅타임▶]


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
코나아이,매일경제,2019.10.16. 오전 11:55,"코나아이, 충북 청주시 지역화폐 운영 우선협상자로 선정","핀테크 기업 코나아이는 충청북도 청주시의 지역화폐 운영 사업자 선정 입찰에서 우선협상 대상자로 선정됐다고 16일 밝혔다.

코나아이는 3년간 약 300억원 규모로 발행 예정인 청주사랑상품권 운영대행 사업의 우선협상자로 선정돼 청주시와 금주 내 계약을 체결하고, 오는 12월에 정식 서비스를 실시할 계획이다.

코나아이와 청주시는 지역자금의 역외 유출을 방지하고 역내 소비를 늘려 지역경제 활성화를 도모하고자 청주사랑상품권을 모바일 앱 기반의 카드형 지역화폐로 전면 개편, 발행하기로 했다.

특히 코나아이는 기존 지류형 지역사랑상품권의 부작용을 개선하는 것은 물론 카드 발급 및 사용 편의성에 있어 높은 평가를 받으며 우선협상자로 최종 선정됐다.

조정일 코나아이 대표는 ""코나아이의 유연하고 범용성 있는 지역화폐 플랫폼 기술력과 실질적인 성과들이 나오면서 사업 우수성을 인정받아 청주시 지역화폐 사업 우선협상자로 선정될 수 있었다""며 ""청주사랑상품권의 도입 취지에 맞게 지역경제를 살리는 기반이 될 수 있도록 최상의 서비스를 제공하겠다""고 말했다.

[디지털뉴스국 김경택 기자]

▶네이버 메인에서 '매일경제'를 받아보세요
▶뉴스레터 '매콤달콤' 구독 ▶무궁무진한 프리미엄 읽을거리
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
코나아이,전자신문,2019.10.16. 오후 1:58,"코나아이, 충북 청주시 지역화폐 운영 우선협상자 선정","코나아이(대표 조정일)가 충청북도 청주시 지역화폐 운영 사업자 선정 입찰에서 우선협상 대상자로 선정됐다.

3년간 약 300억원 규모로 발행 예정인 청주사랑상품권 운영대행 사업을 맡는다. 이번 주 청주시와 계약을 체결하고 12월에 정식 서비스한다.

코나아이와 청주시는 지역자금 역외 유출을 방지하고 역내 소비를 늘려 지역경제 활성화를 도모하고자 청주사랑상품권을 모바일 앱 기반 카드형 지역화폐로 전면 개편, 발행하기로 했다.

이로써 코나아이는 인천시(인천e음)를 비롯한 경남 양산(양산사랑카드), 경기도(경기지역화폐), 대전 대덕구(대덕e로움), 부산 동구(e바구페이) 등 지역화폐를 안정적으로 운영해 온 사업 전문성과 독자 개발한 오픈형 지역화폐 플랫폼에 대한 기술 우수성을 인정받게 됐다.

이번 수주를 통해 코나아이는 충북 인구 절반(52.5%)이 거주하는 청주시 지역화폐 신청, 발급부터 플랫폼 운영과 관리를 맡는다. 유통 활성화를 위한 차별화된 연계 솔루션을 제공해 청주 지역 경제 활성화를 이끌어 갈 계획이다.

한편 코나아이는 이달 초 전라남도 영광군 지역화폐인 영광사랑상품권의 운영대행 사업권도 수주하면서, 지역화폐 서비스를 전국으로 확대하며 이 분야에서 독보적인 성과를 보이고 있다.

조정일 코나아이 대표는 “코나아이의 유연하고 범용성 있는 지역화폐 플랫폼 기술력과 실질적인 성과가 나오면서 사업 우수성을 인정받아 청주시 지역화폐 사업 우선협상자로 선정될 수 있었다”면서 “청주사랑상품권의 도입 취지에 맞게 지역경제를 살리는 기반이 될 수 있도록 최상의 서비스를 제공하겠다”고 말했다.

길재식기자 osolgil@etnews.com

▶ 네이버 모바일에서 [전자신문] 채널 구독하기

▶ 전자신문 바로가기

[Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
코나아이,디지털데일리,2019.10.16. 오후 2:49,"코나아이, 충북 청주시 지역화폐 운영 우선협상자로 선정","[디지털데일리 이상일기자] 코나아이(대표 조정일)가 충청북도 청주시의 지역화폐 운영 사업자 선정 입찰에서 우선협상 대상자로 선정됐다.                

코나아이는 3년간 약 300억 원 규모로 발행 예정인 청주사랑상품권 운영대행 사업의 우선협상자로 선정돼 청주시와 계약을 체결하고, 오는 12월에 정식 서비스를 실시할 계획이다. 

코나아이와 청주시는 지역자금의 역외 유출을 방지하고 역내 소비를 늘려 지역경제 활성화를 도모하고자 청주사랑상품권을 모바일 앱 기반의 카드형 지역화폐로 전면 개편, 발행하기로 했다. 

특히, 코나아이는 기존 지류형 지역사랑상품권의 부작용을 개선하는 것은 물론 카드 발급 및 사용 편의성에 있어 높은 평가를 받으며 우선협상자로 최종 선정됐다.

이로써 코나아이는 인천시(인천e음)를 비롯한 경남 양산(양산사랑카드), 경기도(경기지역화폐), 대전 대덕구(대덕e로움), 부산 동구(e바구페이) 등의 지역화폐를 안정적으로 운영해 온 사업 전문성과, 독자 개발한 오픈형 지역화폐 플랫폼에 대한 기술적 우수성을 인정받은 셈이다. 

이번 수주를 통해 코나아이는 충청북도의 인구 절반(52.5%)이 거주하는 청주시의 지역화폐 신청, 발급부터 플랫폼 운영과 관리를 맡고, 유통 활성화를 위한 차별화된 연계 솔루션을 제공해 청주 지역의 경제 활성화를 이끌어 갈 계획이다. 

한편, 코나아이는 이달 초 전라남도 영광군 지역화폐인 영광사랑상품권의 운영대행 사업권도 수주하면서, 지역화폐 서비스를 전국적으로 확대하며 이 분야에서 독보적인 성과를 보이고 있다. 

조정일 코나아이 대표는 “코나아이의 유연하고 범용성 있는 지역화폐 플랫폼 기술력과 실질적인 성과들이 나오면서 사업 우수성을 인정받아 청주시 지역화폐 사업 우선협상자로 선정될 수 있었다”며 “청주사랑상품권의 도입 취지에 맞게 지역경제를 살리는 기반이 될 수 있도록 최상의 서비스를 제공하겠다”고 전했다.

<이상일 기자>2401@ddaily.co.kr 


2019년판, 디지털금융 혁신과 도전 구매신청
뉴스채널 설정 - 네이버 메인에서 디지털데일리 뉴스를 볼 수 있어요.
IT정보의 즐거운 업그레이드[딜라이트닷넷]

<저작권자 © 디지털데일리 무단전재-재배포금지>"
