종목명,신문사,시간,제목,본문
아큐텍,한국경제,2012.06.05. 오후 6:32,"아큐텍, 단기 자금조달 위해 13개월짜리 BW 등장","주로 만기가 3~5년 수준인 신주인수권부사채(BW) 발행시장에 2년 이하의 단기형 BW가 등장하고 있다.

5일 증권업계에 따르면 올 들어 만기가 2년 이하인 BW를 발행한 코스닥 상장업체는 아큐텍, 이엔쓰리, 엔티피아 등 총 3곳이다.

관리종목에 지정된 아큐텍은 지난 3~4월 두 차례에 걸쳐 만기 13개월짜리 BW를 발행했다. 엔티피아도 지난달 총 28억원 규모로 만기 24개월짜리 BW를 발행했다.

투자은행(IB) 업계 관계자는 “자본조달에 어려움을 겪는 업체들이 만기가 짧은 BW를 발행하는 경우가 많다”고 설명했다.

심은지 기자 summit@hankyung.com

▶ 제시카 고메즈 무보정 사진…아찔 볼륨감에 '헉'

▶ 女 ""나 숫처녀야!"" 고백하자 예비신랑 반응이

▶ 한예슬 도플갱어 윤선경, 비키니 입고 '환상복근' 뽐내

▶ 효연 파격 의상 vs 최여진 도발 의상 '눈이 호강'

▶ [화보] 홍수아, 눈길 잡는 가슴라인…파격 노출

[한국경제 구독신청] [온라인 기사구매] [한국경제 모바일 서비스]

ⓒ <성공을 부르는 습관> 한국경제신문, 무단 전재 및 재배포 금지

<한국온라인신문협회의 디지털뉴스이용규칙에 따른 저작권을 행사합니다>"
아큐텍,아시아경제,2012.07.04. 오후 6:17,"[조회공시]아큐텍, 주가급등 관련","[아시아경제 박혜정 기자]한국거래소 코스닥시장본부는 4일 아큐텍에 주가급등과 관련한 조회공시를 요구했다. 답변시한은 5일 오후 6시까지다.

박혜정 기자 parky@

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>

[관련기사]

▶ 난리 난 '이하늬 영상' 논란 뒤엎은 충격 고백

▶ '고두심-강호동' 충격적 루머 침묵하더니만

▶ '걸그룹 A양' 과거사진 '파문' 나자 황급히

▶ 인삼 다당체 진산 항암면역 증강작용 탁월! 암극복!!

▶ ""최윤영이 돈 훔친 김모씨 이제와 하는 말이"""
아큐텍,이데일리,2012.07.04. 오후 6:19,"아큐텍, 주가급등 관련 조회공시 요구받아","[이데일리 박형수 기자] 한국거래소 코스닥시장본부는 4일 아큐텍(013780)에 대해 주가 급등 사유를 묻는 조회공시를 요구했다.

박형수 (parkhs@edaily.co.kr)


▶ 당신의 생활 속 언제 어디서나 이데일리 ‘ 신문 PDF바로보기‘
▶ 스마트 경제종합방송 이데일리 TV
▶ 실시간 뉴스와 증권거래, 내 손안의 금융시장 ‘이데일리 모바일 서비스’
▶ 전문가를 위한 국내 최상의 금융정보단말기 ‘이데일리 마켓포인트 2.0’
▶ 증권전문가방송 '이데일리 ON', 고객상담센터 1666-2200 | 종목진단/추천 신규오픈
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
아큐텍,머니투데이,2012.07.04. 오후 6:20,"[조회공시]아큐텍, 주가 급등 사유","[머니투데이 김하늬 기자]한국거래소 코스닥시장본부는 4일 아큐텍에 대해 최근 주가급등에 영향을 미칠만한 구체적인 사유에 대해 조회공시를 요구했다.
답변시한은 5일 오후 6시까지다.

[머니투데이 핫뉴스]
☞ '전교 꼴찌' 문제아였던 고졸, 한전 합격하더니…
☞ 월급300만 김과장, 빚내서 산 집때문에 결국…
☞ 기아차 'K3' 위장막 벗었더니… ""K9 쌍둥이""?
☞ ""인천공항 매각, 현 정권 실세 친척들이…""
☞ 여직원 ""민감한 곳 찔려 성추행"", CCTV 봤더니..

▶개미들을 위한 증권방송[증권show]
김하늬기자 honey@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
아큐텍,헤럴드POP,2012.07.04. 오후 7:00,<생생코스닥>아큐텍，주가급등 조회공시 요구,"한국거래소는 4일 아큐텍에 대해 최근의 주가급등에 영향을 미칠만한 구체적인 사유에 대해 조회공시를 요구했다.

답변시한은 5일 오후 6시까지다.

지난달 15일 268원까지 떨어졌던 아큐텍 주가는 4일 653원까지 올라갔다. 이 가운데 상한가만 7번을 기록했다.

[오늘의 인기기사]
◆ ‘신일고 선후배’ 나지완 vs 김현수, 벤치클리어링 후 험악한 말다툼?
◆ 텅 빈 하늘에 갑자기 불기둥…유성? UFO?
◆ 필리핀 ‘식인악어’, 명실상부 세계 최대 ‘괴물’ 등극
◆ 새폴더 계속 만들면…주인 잘못 만나 고생 “그만 좀 하지?”
◆ 아이비, 대선배 인순이에게 “네가 뭔데!” 하극상?
- 헤럴드 생생뉴스 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
아큐텍,머니투데이,2012.07.05. 오후 5:13,"아큐텍, 박상렬 대표이사 신규 선임","[머니투데이 오정은 기자]아큐텍은 5일 김순필 대표이사 사임에 따라 박상렬 대표이사를 신규 선임했다고 공시했다.

[머니투데이 핫뉴스]
☞ '전교 꼴찌' 문제아였던 고졸, 한전 합격하더니…
☞ 기아차 'K3' 위장막 벗었더니… ""K9 쌍둥이""?
☞ 서울에 '깡통 전셋집' 등장… 세입자 ""돈 떼일판""
☞ 미국서 파는 '아반떼', 한국 아반떼보다…
☞ 디자인 바꾼 2013 '쏘나타'… ""DMB는 못봐""

▶개미들을 위한 증권방송[증권show]
오정은기자 agentlittle@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
아큐텍,머니투데이,2012.07.05. 오후 5:15,"아큐텍, ""유증 및 BW 발행 검토하고 있다""","[머니투데이 오정은 기자]아큐텍은 주가 급등에 대한 조회공시 답변에서 ""유상증자 및 신주인수권부사채 발행을 검토하고 있으나 아직 확정된 바 없다""고 5일 밝혔다.

[머니투데이 핫뉴스]
☞ '전교 꼴찌' 문제아였던 고졸, 한전 합격하더니…
☞ 기아차 'K3' 위장막 벗었더니… ""K9 쌍둥이""?
☞ 서울에 '깡통 전셋집' 등장… 세입자 ""돈 떼일판""
☞ 미국서 파는 '아반떼', 한국 아반떼보다…
☞ 디자인 바꾼 2013 '쏘나타'… ""DMB는 못봐""

▶개미들을 위한 증권방송[증권show]
오정은기자 agentlittle@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
아큐텍,이데일리,2012.07.05. 오후 5:19,"아큐텍 ""유상증자 및 BW발행 검토 중""","[이데일리 김대웅 기자] 아큐텍(013780)은 5일 최근 주가급등 조회공시에 대한 답변으로 “유상증자 및 신주인수권부사채(BW) 발행을 검토하고 있으나 규모, 방법, 일정 등은 아직 확정된 바 없다”고 밝혔다.





김대웅 (daxiong@edaily.co.kr)
[관련기사]
▶ ☞아큐텍, 주가급등 관련 조회공시 요구받아


▶ 당신의 생활 속 언제 어디서나 이데일리 ‘ 신문 PDF바로보기‘
▶ 스마트 경제종합방송 이데일리 TV
▶ 실시간 뉴스와 증권거래, 내 손안의 금융시장 ‘이데일리 모바일 서비스’
▶ 전문가를 위한 국내 최상의 금융정보단말기 ‘이데일리 마켓포인트 2.0’
▶ 증권전문가방송 '이데일리 ON', 고객상담센터 1666-2200 | 종목진단/추천 신규오픈
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
아큐텍,아시아경제,2012.07.05. 오후 5:22,"아큐텍, 박상렬 대표이사 신규 선임","[아시아경제 지선호 기자] 아큐텍은 5일 박상렬 대표이사를 신규 선임했다고 밝혔다. 전임 김순필 대표이사는 사임했다.

지선호 기자 likemore@

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>

[관련기사]

▶ 난리 난 '이하늬 영상' 논란 뒤엎은 충격 고백

▶ '고두심-강호동' 충격적 루머 침묵하더니만

▶ '걸그룹 A양' 과거사진 '파문' 나자 황급히

▶ 인삼 다당체 진산 항암면역 증강작용 탁월! 암극복!!

▶ '김연자' 1400억 번 돈이 통째로…'충격'"
아큐텍,헤럴드POP,2012.07.05. 오후 5:26,"＜생생코스닥＞아큐텍, 유증ㆍBW 발행 검토 중…박상렬 대표 신규 선임","아큐텍은 최근의 현저한 주가급등과 관련한 조회공시 답변으로 “유상증자 및 신주인수권부사채 발행을 검토하고 있으나 규모, 방법, 일정 등에 관하여는 아직 확정된 바 없다”고 5일 공시했다.

회사측은 “임시주주총회 소집을 검토하고 있으나 현재 시기 및 의안에 대해서도 확정된 바 없다”고 밝혔다.

또 아큐텍은 김순필 대표이사의 사임에 따라 대신 INC 박상렬 대표이사를 대표이사로 신규 선임했다.


[오늘의 인기기사]
◆ “北 얼짱 미녀응원단 비밀리에 사형됐다”…‘충격’
◆ 벤츠 ‘개똥투척녀’…통쾌한 복수에 누리꾼 ‘환호’
◆ 아이 구하러 뛰어든 개, 美 전역 ‘감동물결’
◆ ‘신사의 품격’ 은 환상이고 … ‘네가지’ 는 현실이다
◆ 김두관이 던진 경남도지사, 홍준표 출마?
- 헤럴드 생생뉴스 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
