종목명,신문사,시간,제목,본문
트라이써클,머니투데이,2012.07.05. 오후 12:09,"트라이써클, 소액공모 유증 취소","[머니투데이 오정은 기자]트라이써클은 지난 26일 이사회 결의에 의해 소액공모 일반공모 유상증자를 진행했으나 자본시장법 개정에 의해 증권신고서 제출 대상이 돼 유증 결정을 취소한다고 5일 공시했다.

[머니투데이 핫뉴스]
☞ '전교 꼴찌' 문제아였던 고졸, 한전 합격하더니…
☞ 기아차 'K3' 위장막 벗었더니… ""K9 쌍둥이""?
☞ 서울에 '깡통 전셋집' 등장… 세입자 ""돈 떼일판""
☞ 미국서 파는 '아반떼', 한국 아반떼보다…
☞ 개미가 무서운 이유, 상상을 초월하는 크기에…

▶개미들을 위한 증권방송[증권show]
오정은기자 agentlittle@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
트라이써클,아시아경제,2012.07.05. 오후 12:18,"트라이써클, 소액공모 유상증자결정 취소","[아시아경제 오주연 기자] 트라이써클은 지난달 26일 이사회 결의에 의해 소액공모 일반공모 유상증자를 진행했으나 같은 달 29일 개정 시행된 '자본시장과 금융투자업에 관한 법률 시행령 제120조'에 의해 증권신고서 제출 대상으로 개정됨에 따라 동 소액공모 유상증자 결정을 취소한다고 5일 공시했다.

오주연 기자 moon170@

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>

[관련기사]

▶ 난리 난 '이하늬 영상' 논란 뒤엎은 충격 고백

▶ '고두심-강호동' 충격적 루머 침묵하더니만

▶ '걸그룹 A양' 과거사진 '파문' 나자 황급히

▶ 인삼 다당체 진산 항암면역 증강작용 탁월! 암극복!!

▶ ""최윤영이 돈 훔친 김모씨 이제와 하는 말이"""
트라이써클,한국경제,2012.07.05. 오후 1:11,"트라이써클, 소액공모 유증 결정 취소","트라이써클은 5일 소액공모 유상증자 결정을 취소키로 했다고 공시했다.

회사 측은 ""지난달 29일 개정 시행된 '자본시장과 금융투자업에 관한 법률 시행령'에 의해 증권신고서 제출 대상으로 개정됨에 따라 지난달 26일 결정한 일반공모 증자방식의 소액공모 유상증자를 취소한다""고 밝혔다.

한경닷컴 양현도 기자 yhd0321@hankyung.com

▶ 유인나 볼륨몸매, 위에서 보니 '헉!'

▶ 결혼 전 '스킨십' 어디까지? 30대女 대답 '깜놀'

▶ `혹시 바람피는거 아니야?` 카톡 몰래 보는 법

▶ ""강간하고 있는 중"" 페이스북 대화에 '등골 오싹'

▶ [화보] '압구정 가슴녀' 비키니 몸매 공개

[한국경제 구독신청] [온라인 기사구매] [한국경제 모바일 서비스]

ⓒ <성공을 부르는 습관> 한경닷컴, 무단 전재 및 재배포 금지

<한국온라인신문협회의 디지털뉴스이용규칙에 따른 저작권을 행사합니다>"
트라이써클,이데일리,2012.07.05. 오후 1:47,"트라이써클, 소액공모 유상증자 취소","[이데일리 김대웅 기자] 트라이써클(034010)은 지난달 26일 공시한 소액공모 유상증자 결정을 취소하기로 했다고 5일 밝혔다.

회사 측은 지난달 29일 개정 시행된 `자본시장과 금융투자업에 관한 법률 시행령`에 의해 증권신고서 제출 대상으로 개정됨에 따라 이같이 결정했다고 설명했다.

김대웅 (daxiong@edaily.co.kr)


▶ 당신의 생활 속 언제 어디서나 이데일리 ‘ 신문 PDF바로보기‘
▶ 스마트 경제종합방송 이데일리 TV
▶ 실시간 뉴스와 증권거래, 내 손안의 금융시장 ‘이데일리 모바일 서비스’
▶ 전문가를 위한 국내 최상의 금융정보단말기 ‘이데일리 마켓포인트 2.0’
▶ 증권전문가방송 '이데일리 ON', 고객상담센터 1666-2200 | 종목진단/추천 신규오픈
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
트라이써클,매일경제,2012.07.05. 오후 1:54,"[공시] 트라이써클, 소액공모 유상증자결정 취소","트라이써클은 '자본시장과 금융투자업에 관한 법률 시행령 제120조' 시행에 따라 소액공모 유상증자 결정을 취소키로 했다고 5일 공시했다.
[최익호 기자]

▶ [베스트클릭 화보] 숨 막힐 듯한 이해인, 아찔함 그 이상!

▶ 김영삼 아들, `충격고백` ""아버지 집에서는…""

▶ 치치 `아슬아슬한 섹시 댄스`

▶ 치어리더 이주연, `섹시 배꼽 노출`

▶ [베스트클릭 화보] 한국계 톱모델, 제라 마리아노 `섹시 비키니 룩`

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
트라이써클,파이낸셜뉴스,2012.07.05. 오후 2:15,"트라이써클, 소액공모 유상증자 결정 취소","트라이써클은 일반공모 증자방식의 소액공모 유상증자 결정을 취소한다고 5일 공시했다. 회사 측은 ""개정된 '자본시장과 금융투자업에 관한 법률 시행령 제120조'에 의해 증권신고서 제출 대상으로 개정됨에 따라 소액공모 유상증자 결정을 취소한다""고 설명했다.



hjkim01@fnnews.com 김학재 기자

■ 오늘의 핫뉴스
▶ ‘디아블로3’ ‘블소’ 아이템거래도 질주
▶ 위조 신용카드로 명품제품만 골라 구매한 홍콩인 3명 적발
▶ 초등 4년 아파트 투신..가족·친구에 편지 남기고
▶ 강예빈 망언, “44사이즈를 입지만 그렇게 마른 편은 아니다”
▶ 요즘 여성들, 요요현상 없는 ‘신개념 다이어트’ 선호


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
트라이써클,헤럴드POP,2012.07.05. 오후 2:21,"<생생코스닥>트라이써클, 소액공모 유상증자 취소","트라이써클은 지난 6월 26일 이사회 결의에 의해 일반공모 증자방식의 소액공모 유상증자를 진행했으나 ‘자본시장과 금융투자법에 관한 법률 시행령’에 증권신고서 제출 대상으로 개정됨에 따라 소액공모 유상증자 결정을 취소한다고 5일 공시했다.

[오늘의 인기기사]
◆ “北 얼짱 미녀응원단 비밀리에 사형됐다”…‘충격’
◆ 벤츠 ‘개똥투척녀’…통쾌한 복수에 누리꾼 ‘환호’
◆ 아이 구하러 뛰어든 개, 美 전역 ‘감동물결’
◆ ‘신사의 품격’ 은 환상이고 … ‘네가지’ 는 현실이다
◆ 김두관이 던진 경남도지사, 홍준표 출마?
- 헤럴드 생생뉴스 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
트라이써클,매일경제,2012.07.05. 오후 5:48,[코스닥 공시] 대한약품공업 / 케이티롤 / 트라이써클 등,"◇대한약품공업＝자기주식의 가격 안정 및 기업 이미지 제고를 위해 8억700만원 규모 자기주식 6만주를 취득하기로 결정.
◇케이티롤＝주가 안정을 통한 주주 가치 제고를 위해 대우증권과 계약한 10억원 규모 자사주 취득 신탁계약을 내년 1월까지 연장.
◇트라이써클＝자본시장과 금융투자업에 관한 법률 시행령 제120조 시행에 따라 소액 공모 유상증자 결정 취소.
◇현대디지탈테크＝연구개발 및 신규 사업 진출에 필요한 운영자금을 확보하기 위해 12억원 규모 보통주식 71만2477주를 장외 처분.
◇이화전기＝이동통신기기부품업체 쉘라인 지분 17.74%를 116억원에 양수 결정.
◇큐로컴＝계열사인 지엔코가 KB인베스트먼트 외 7인에게 진 80억원 규모 채무보증 결정.
◇현대아이비티＝일본 현지판매법인 현대 IT 재팬의 장기 미회수 매출채권 117억3574만원에 대한 채무 변제 결정.

▶ [베스트클릭 화보] ‘환상 몸매’ 채민서, 볼륨의 여신 등극

▶ 김영삼 아들, `충격고백` ""아버지 집에서는…""

▶ 치치 `아슬아슬한 섹시 댄스`

▶ 치어리더 이주연, `섹시 배꼽 노출`

▶ [베스트클릭 화보] 숨 막힐 듯한 이해인, 아찔함 그 이상!

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
트라이써클,머니투데이,2012.07.11. 오후 5:09,"트라이써클, 부동산 가압류 해제","[머니투데이 박희진 기자]트라이써클은 채권자 기술신용보증기금의 사건 취하로 부동산가압류가 해제됐다고 11일 공시했다.


[머니투데이 핫뉴스]
☞ ""한국 부동산은 끝났다, 향후 10년은…""
☞ 멱살에 계란세례…'MB 형' 이상득 법원서 수난
☞ '버스껴 버스껴' 황당사고, 대박사진 '폭소'
☞ 송지효 몸무게 공개, ""이러지 마요"" 버럭한 이유
☞ 브라질서 1년 5700억 '대박' 한국청년 누구?

박희진기자 behappy@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
트라이써클,아시아경제,2012.07.11. 오후 5:14,"트라이써클, 부동산 가압류 해제","[아시아경제 조슬기나 기자]트라이써클은 지난달 15일 공시한 부동산가압류 사건에 대해 채권자 기술신용보증기금의 사건 취하로 동 부동산가압류가 해제되었음을 확인했다고 11일 공시했다.

조슬기나 기자 seul@

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>

[관련기사]

▶ 돈 훔친 '최윤영' 이상하다 했더니…'충격'

▶ ""런닝맨 '이광수' 충격적 '과거' 밝혀지자…""

▶ '고소영-장동건' 결혼에 숨겨진 충격적 비밀이…

▶ 또래 아이보다 10cm 더 크는 방법

▶ '백지영 쇼핑몰' 충격적 가짜 글 난리 나자 결국…"
트라이써클,매일경제,2012.07.11. 오후 5:18,"[공시] 트라이써클, 부동산가압류 해제","트라이써클은 11일 기술신용보증기금의 사건 취하로 부동산 가압류가 해제됐다고 공시했다.
[한민수 기자]

▶ [베스트클릭 화보] 레이싱모델 정은주 `스타화보 사상 최고의 노출`

▶ 로또 19억 당첨된 부적절한 남녀 법정 가더니

▶ 민효린 시구`잠실벌 평정, 여전하네`

▶ 이대호 15호 홈런‘지금 日은 이대포에 열광 중’

▶ [베스트클릭 화보] 스칼렛 요한슨, 화보서 `과감한 상체 노출`

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
