종목명,신문사,시간,제목,본문
썬텍,머니투데이,2018.05.16. 오전 11:09,"썬텍, 63억웜 규모 경기 화성시 소재 토지 매입 결정","[머니투데이 안재용 기자]
썬텍은 안정적 생산활동을 위한 부지매입을 위해 경기도 화성시 필탄면 소재 토지를 63억원에 양수키로 결정했다고 16일 공시했다. 자산총액 대비 19.1% 수준이다.

▶빵~ 뜨는 따끈한 기사
▶2018 지방선거 미리보기 ▶MT리포트

안재용 기자 poong@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
썬텍,한국경제,2018.05.16. 오전 11:15,"썬텍, 63억 규모 경기 화성시 토지 양수 결정","썬텍은 안정적 생산활동을 위한 부지매입을 위해 경기도 화성시 필탄면 소재 토지를 63억원에 양수키로 결정했다고 16일 공시했다. 자산총액 대비 19.1% 수준이다.

이소은 한경닷컴 기자 luckysso@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
썬텍,이데일리,2018.05.16. 오전 11:17,"썬텍, 경기 화성 유형자산 취득","[이데일리 최정희 기자] 쎈텍은 안정적인 생산활동을 위해 경기 화성시 팔탄편 창곡리에 위치한 토지와 건물을 63억원에 취득키로 했다고 16일 공시했다. 자산총액 대비 19.13%에 해당하는 규모다.

최정희 (jhid0201@edaily.co.kr)

최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]
6·13 지방선거, '선거판 한 눈에 보기' [바로가기▶]
네이버 홈에서 ‘이데일리’ 기사 보려면 [구독하기▶]


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
썬텍,헤럴드경제,2018.05.16. 오전 11:19,"[생생코스닥]썬텍, 63억 규모 경기도 화성시 소재 토지 매입 결정","[헤럴드경제=증권팀] 썬텍은 안정적인 생산활동을 위해 경기도 화성시 소재 토지를 양수하기로결정했다고16일공시했다.

양수금액은 63억원이며 이는 자산총액대비 19.13%에 해당하는 규모이다.

양수예정일자는 9월 25일이다.

park@heraldcorp.com

▶ ‘럭비몰’ 가정의 달 온라인최저가 득템

▶헤럴드경제 채널 구독하기 ▶한입뉴스 ‘타파스’ 페이스북 친구맺기



- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
썬텍,서울경제,2018.05.16. 오전 11:40,"썬텍, 63억원 규모 경기 화성시 토지 양수","[서울경제] 썬텍(122800)은 안정적 생산활동을 위한 부지매입을 위해 경기도 화성시 필탄면 소재 토지를 63억원에 양수키로 결정했다고 16일 공시했다. 자산총액 대비 19.1% 수준이다.
/김보리기자 boris@sedaily.com

[서울경제 바로가기]
6·13 지방선거, 판세 및 관전포인트는? [바로가기▶]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
썬텍,연합뉴스,2018.06.01. 오후 2:41,"썬텍, 본점 소재지 변경","(서울=연합뉴스) 김아람 기자 = 썬텍은 본점 소재지를 서울 영등포구 여의대로 56에서 서울 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층으로 변경한다고 1일 공시했다.

이전 예정일은 7월 12일이다.

회사 측은 변경 사유를 ""경영환경 개선 및 업무 효율성 증대""라고 설명했다.

rice@yna.co.kr

▶기사제보 및 문의

▶내 생활에 흥이나는 최신 트렌드  ▶사진구매 문의"
썬텍,뉴시스,2018.06.01. 오후 2:42,"썬텍, '유수홀딩스 빌딩'으로 본점소재지 이전","【서울=뉴시스】장서우 기자 = 코스닥 상장 선철주물 주조업체 썬텍(122800)은 본점소재지를 '서울특별시 영등포구 여의대로 56'에서 '서울특별시 영등포구 국제금융로2길 25 유수(eusu)홀딩스 빌딩 12층'으로 변경한다고 1일 공시했다.

회사 측은 변경 사유에 대해 ""경영 환경 개선 및 업무 효율성 증대""라고 설명했다. 이전 예정일은 다음달 12일이다.

suwu@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
썬텍,이데일리,2018.06.01. 오후 3:58,"썬텍, 본점 소재지 변경","[이데일리 성선화 기자]썬텍(122800)은 본점 소재지를 서울 영등포구 여의대로 56에서 서울 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층으로 변경한다고 1일 공시했다. 이전 예정일은 7월 12일이다. 회사 측은 변경 사유를 “경영환경 개선 및 업무 효율성 증대”라고 설명했다.

성선화 (jess@edaily.co.kr)

최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]
6·13 지방선거, '선거판 한 눈에 보기' [바로가기▶]
20대의 힐링을 위한 놀이터 '스냅타임' [놀러가기▶]


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
썬텍,전자신문,2018.06.05. 오후 1:40,"[ET투자뉴스]썬텍(122800) 수주ㆍ공급계약 - ""주식회사 포스코과 ...""","썬텍(122800)은 19-#20 DCI/ADAMITE Roll BPA에 관한 단일판매ㆍ공급계약체결을 5일에 공시했다. 해당공시의 주요내용은 다음과 같다.

-. 계약명 : 19-#20 DCI/ADAMITE Roll BPA
-. 계약상대방 : 주식회사 포스코
-. 판매 및 공급지역 : 국내
-. 계약금액 : 62.9억원
-. 회사의 최근매출액 : 152.3억원
-. 매출액 대비 비중(%) : 41.27%
-. 계약기간 : 2019년 1월1일 ~ 2020년 12월31일(계약기간 총 730일)
-. 계약(수주)일자 : 2018년 06월 4일

증시분석 전문기자 로봇 ET etbot@etnews.com
전자신문과 씽크풀의 증시분석 전문기자 로봇 ET가 쓴 기사입니다

▶ 전자신문 바로가기
[Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
썬텍,전자신문,2018.06.05. 오후 1:44,"[ET투자뉴스]썬텍(122800) 수주ㆍ공급계약 - ""주식회사 포스코과 ...""","썬텍(122800)은 19-#20 NI-GR Work Roll BPA에 관한 단일판매ㆍ공급계약체결을 5일에 공시했다. 해당공시의 주요내용은 다음과 같다.

-. 계약명 : 19-#20 NI-GR Work Roll BPA
-. 계약상대방 : 주식회사 포스코
-. 판매 및 공급지역 : 국내
-. 계약금액 : 76.3억원
-. 회사의 최근매출액 : 152.3억원
-. 매출액 대비 비중(%) : 50.12%
-. 계약기간 : 2019년 1월1일 ~ 2020년 12월31일(계약기간 총 730일)
-. 계약(수주)일자 : 2018년 06월 4일

증시분석 전문기자 로봇 ET etbot@etnews.com
전자신문과 씽크풀의 증시분석 전문기자 로봇 ET가 쓴 기사입니다

▶ 전자신문 바로가기
[Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
