종목명,신문사,시간,제목,본문
트레이스,파이낸셜뉴스,2017.09.27. 오전 9:49,[fnRASSI]트레이스 전일대비 11.38% 상승,"트레이스(052290)는 현재 주가가 전일 대비 11.38% 상승한 1,810원 선에서 거래가 이루어지고 있다.

기관과 개인은 순매도, 외국인은 순매수(한달누적)
9월25일부터 전일까지 외국인이 2거래일 연속 순매수를 보였다. 4주간을 기준으로 보면 외국인이 초반에 동종목을 순매수한 이후에 기세를 이어가며 661,739주를 순매수한 반면, 기관은 매도 관점으로 접근하면서 28,271주를 순매도했고, 개인들도 매도쪽으로 방향을 잡으면서 633,468주를 순매도한 것으로 집계됐다.

개인투자자의 매매가 가장 활발
최근 한달간 주체별 거래비중을 살펴보면 개인이 94.76%, 외국인이 4.88%, 기관은 0.34%를 기록한 것으로 나타났다. 그리고 최근 5일간 거래비중은 개인이 87.68%, 외국인이 12.09%, 기관은 0.22%를 기록했다.

'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다.

fnRASSI@fnnews.com fnRASSI

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
트레이스,아시아경제,2017.10.11. 오후 2:08,"트레이스, 플렉서블 생체인식 모듈 본격 상용화","[아시아경제 박나영 기자]지문인식 패널 개발업체 트레이스가 신용카드 시장과 ID카드 시장에 생체인식 모듈공급을 본격화한다고 11일 밝혔다.

트레이스는 플렉서블 지문인식 센서 FOF(Fingerprint On Flex)로 고연성, 고탄력성 지문인식 패널을 개발한 업체다.

이번에 처음 상용화하는 FOF-T1은 일반 신용카드나 ID카드보다 더 얇고 작은 사이즈의 카드로도 해상도 300dpi 이상으로 지문을 인식하는 모듈이다.

트레이스 관계자는 ""글로벌 신용카드사, 플라스틱 스마트카드사들과의 제휴를 통해 공동개발은 물론 공급업체로 입지를 만들어가고 있다""며 ""프리미엄 카드 시장을 우선 공략할 계획""이라고 말했다.

박나영 기자 bohena@asiae.co.kr

▶ 양낙규의 [군사이야기]
▶ #오늘의 핫영상(클릭!) ▶ #오늘의 많이 본 (클릭!)

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
트레이스,머니투데이,2017.11.02. 오전 11:34,"트레이스, 돔형 터치패널 제조장치 특혀 취득","[머니투데이 안재용 기자]
트레이스는 2일 돔형 터치 패널 제조장치 관련 특허를 취득했다고 공시했다.

▶네이버로 '머투' 구독하고 치킨·커피 받으세요
▶무료만화 즐기고~선물타자! ▶치어리더 vs 레이싱걸

안재용 기자 poong@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
트레이스,연합뉴스,2017.11.02. 오전 11:40,"트레이스, 돔형 터치패널 제조장치 특허","(서울=연합뉴스) 전명훈 기자 = 코스닥 상장사 트레이스는 '돔(Dome) 형 터치패널 제조장치' 특허를 취득했다고 2일 공시했다.

회사 측은 ""돔과 같은 3차원 형상인 터치패널 제조장치에 관한 특허""라며 ""스마트폰과 스마트기기 등을 위한 3차원 폴더블 센서와 전면 지문인식 양산 등에 활용할 계획""이라고 설명했다.

id@yna.co.kr

기사 문의(기사 제목을 꼭 알려주세요) 및 제보는 여기로(클릭!)

최신 유행 트렌드 총집결(클릭!)"
트레이스,서울경제,2017.11.02. 오전 11:49,"트레이스, 돔형 터치패널 제조장치 특혀 취득","[서울경제] 트레이스(052290)는 돔형 터치 패널 제조장치 관련 특허를 취득했다고 2일 공시했다.

/박성규기자 exculpate2@sedaily.com

[서울경제 바로가기]
1997년 이래 대한민국 최고의 과학자 DB [바로가기]
서울경제의 모든 연재물!... 서경Cube [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
트레이스,아시아경제,2017.11.02. 오후 1:02,"트레이스, 돔형 터치 패널 제조장치 특허 취득","[아시아경제 권성회 기자] 트레이스는 돔형 터치 패널의 제조장치에 대한 특허권을 취득했다고 2일 공시했다.

회사 측은 ""돔과 같은 다양한 3차원 형상을 가지는 터치 패널을 제조하기 위한 제조장치에 관한 것으로, 다양한 형태의 3차원 모양 제작이 가능한 형상들과 센서를 인장시키고 안착시키는 진공흡입장치, 그리고 히터로 구성된다""고 설명했다.

해당 장치는 스마트폰과 스마트기기 등을 위한 3차원 폴더블 센서와 전면지문인식의 연동 양산에 사용할 계획이며, 지적 재산의 관리 및 사업화 등에 활용할 계획이다.

권성회 기자 street@asiae.co.kr

▶ 양낙규의 '군사이야기'
▶ 2017아시아여성리더스포럼 ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
트레이스,아시아경제,2017.11.02. 오후 1:48,"트레이스, 스마트폰 3D 폴더블 터치패널 자동화 장비 특허 취득","[팍스넷데일리 고종민 기자]트레이스가 ‘돔형 터치패널의 제조장캄에 대한 특허를 취득했다고 2일 밝혔다.

회사 관계자는 “3차원 돔형 터치패널을 자동화로 제조하는 장비에 대한 기술특허”라며 “폴더블과 자유형태의 디스플레이에 공급하기 위한 제조장캇라고 말했다.

이어 “디스플레이 윗면에 합지되는 만큼 트레이스의 전면지문인식인 FOD(Fingerprint On Display)와 연동시켜 제조하도록 특화시킬 것”이라고 설명했다.

트레이스는 스마트폰과 스마트기기 등을 위한 당사의 3차원 폴더블 센서와 전면지문인식의 연동 양산에 사용할 계획이며, 지적 재산의 관리 및 사업화 등에 활용할 예정이다.

고종민 기자 kjm@paxnet.kr

▶ 양낙규의 '군사이야기'
▶ 2017아시아여성리더스포럼 ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
트레이스,머니투데이,2017.11.02. 오후 5:07,"트레이스, 9.9억원 규모 유상증자 실시","[머니투데이 안재용 기자] 트레이스는 운영자금 마련을 위해 9억9999만원 규모 유상증자를 결정했다고 2일 공시했다.

▶네이버로 '머투' 구독하고 치킨·커피 받으세요
▶무료만화 즐기고~선물타자! ▶치어리더 vs 레이싱걸

안재용 기자 poong@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
트레이스,이데일리,2017.11.02. 오후 5:12,"트레이스, 10억원 규모 일반공모 유상증자 결정","[이데일리 이후섭 기자] 트레이스(052290)는 10억원 규모의 운영자금을 마련하기 위해 일반공모 유상증자를 결정했다고 2일 공시했다. 보통주 59만3471주가 새로 발행되며 신주 발행가는 1685원이다. 신주 상장예정일은 오는 20일이다.

이후섭 (dlgntjq@edaily.co.kr)

▶이데일리 개편기념 이벤트 - 갤럭시 노트8 쏩니다
▶[카카오톡] 플친 맺으면 스타벅스 쿠폰 팡팡~♥



＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
트레이스,연합뉴스,2017.11.02. 오후 5:42,"트레이스, 10억원 규모 일반공모 유상증자","(서울=연합뉴스) 전명훈 기자 = 코스닥 상장사 트레이스는 운영자금 10억원을 조달하고자 일반공모 유상증자를 결정했다고 2일 공시했다.

신주 발행가액은 1천685원이고, 신주 상장 예정일은 20일이다.

id@yna.co.kr

기사 문의(기사 제목을 꼭 알려주세요) 및 제보는 여기로(클릭!)

최신 유행 트렌드 총집결(클릭!)"
