종목명,신문사,시간,제목,본문
에버테크노,이데일리,2013.10.08. 오후 3:41,"에버테크노 ""에버파이어니어, 매각 지연""","[이데일리 박형수 기자] 에버테크노(070480)는 8일 조회공시 답변을 통해 “계열사인 에버파이어니어 매각이 지연되고 있다”고 밝혔다.

회사 측은 인도네시아의 경제상황과 석탄시세 하락으로 매각협상이 지연되고 있다며 구체적으로 확정된 사항이 없다고 설명했다.

박형수 (parkhs@edaily.co.kr)


▶ 당신의 생활 속 언제 어디서나 이데일리 ‘ 신문 PDF바로보기‘
▶ 스마트 경제종합방송 이데일리 TV
▶ 실시간 뉴스와 속보 ‘모바일 뉴스 앱’ | 모바일 주식 매매 ‘MP트래블러Ⅱ’
▶ 전문가를 위한 국내 최상의 금융정보단말기 ‘이데일리 마켓포인트 2.0’
▶ 증권전문가방송 '이데일리 ON', 고객상담센터 1666-2200 | 종목진단/추천 신규오픈
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
에버테크노,한국경제,2013.10.08. 오후 3:49,"에버테크노 ""자회사 매각 추진 지연""","에버테크노는 8일 자회사 에버파이어니어 매각 추진설에 대해 ""지난 5, 6월 중 2차례에 걸쳐 임직원을 파견해 '에버파이어니어'의 인도네시아 현지 자회사인 'PT.EVERPIONEER'와 'PT.DUTA ALAM SUMATRA'를 방문하고 현지 조사를 실시했다""면서 ""이후 현재까지의 진행상황 보고 결과 인도네시아의 경제상황 및 석탄시세 하락으로 매각협상이 지연되고 있다""고 밝혔다.

이어 ""현지 조사 이외에 매각 대상자, 일정, 금액 등 구체적으로 확정된 사항은 아직 없다""고 덧붙였다.

한경닷컴 이민하 기자 minari@hankyung.com

▶[화제] ""초당 12만원"" 버는 사람들...충격

▶ 별장으로 쓰면서 은행이자 3배 수익 받는곳?

[한국경제 구독신청] [온라인 기사구매] [한국경제 모바일 서비스]

ⓒ <성공을 부르는 습관> 한경닷컴, 무단 전재 및 재배포 금지

<한국온라인신문협회의 디지털뉴스이용규칙에 따른 저작권을 행사합니다>"
에버테크노,머니투데이,2013.10.08. 오후 5:09,"에버테크노 ""인니 자회사 매각 지연 중""","[머니투데이 박준식 기자]에버테크노는 자회사 매각설에 대해 ""5월과 6월 중 2차례에 걸쳐 임직원을 파견해 '에버파이어니어'의 인도네시아 현지 자회사인 'PT.EVERPIONEER'와 'PT.DUTA ALAM SUMATRA'를 방문하고 현지 조사를 실시했다""며 ""현재까지의 진행상황 보고결과 인도네시아의 경제상황 및 석탄시세 하락으로 매각협상이 지연되고 있다""고 8일 공시했다.





[오늘의 HOT포토][스페셜 포토][손안의 경제뉴스 머니투데이 모바일웹]

박준식기자 win0479@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
에버테크노,조선비즈,2013.10.08. 오후 6:06,"[조회답변] 에버테크노 ""자회사 매각 협상 지연""","에버테크노(070480)는 자회사 에버파이어니어 매각 추진설과 관련한 조회공시 답변을 통해 “인도네시아 현지 자회사인 ‘PT.EVERPIONEER’과 ‘PT.DUTA ALAM SUMATRA’ 현지 조사를 실시했으나 인도네시아의 경제상황 및 석탄시세 하락으로 매각협상이 지연되고 있다”고 8일 공시했다.

회사 측은 “현지 조사 이외에 매각 대상자, 일정, 금액 등 구체적으로 확정된 사항이 아직 없다”며 “추후 구체적인 사항이 확정되는 대로 재공시하겠다”고 밝혔다.

[전효진 기자 olive@chosun.com]

chosunbiz.com"
에버테크노,서울경제,2013.10.08. 오후 8:54,"에버테크노, 자회사 에버파이어니어 매각 미확정","에버테크노는 8일 조회공시 답변을 통해 자회사 에버파이어니어 매각은 확정된 것이 없다고 밝혔다.

성시종기자 ssj@sed.co.kr

[한국i웹툰] 역모의 메세지를 풀어라! <검은 호랑이>

[ⓒ 인터넷한국일보(www.hankooki.com), 무단 전재 및 재배포 금지]"
에버테크노,한국경제,2013.10.10. 오전 9:09,"[특징주]에버테크노, 자회사 매각 추진 소식에 '강세'","에버테크노가 자회사 에버파이어니어의 매각을 추진 중이라는 소식에 강세다.

10일 오전 9시 3분 현재 에버테크노는 전거래일 대비 70원(3.58%) 오른 2025원에 거래되고 있다.

지난 8일 에버테크노는 에버파이어니어 매각 추진설에 대한 조회공시 답변에서 ""지난 5월과 6월 중 두 차례에 걸쳐 임직원을 파견, 에버파이어니어의 인도네시아 자회사를 방문하고 조사를 실시했다""고 밝혔다.

회사 측은 ""현재까지 인도네시아 경제상황과 석탄 시세 하락으로 매각협상이 지연되고 있다""며 ""매각 대상자, 일정, 금액 등 구체적으로 확정된 사항은 없다""고 말했다.

한경닷컴 강지연 기자 alice@hankyung.com

▶[화제] ""초당 12만원"" 버는 사람들...충격

▶ 별장으로 쓰면서 은행이자 3배 수익 받는곳?

[한국경제 구독신청] [온라인 기사구매] [한국경제 모바일 서비스]

ⓒ <성공을 부르는 습관> 한경닷컴, 무단 전재 및 재배포 금지

<한국온라인신문협회의 디지털뉴스이용규칙에 따른 저작권을 행사합니다>"
에버테크노,조선비즈,2013.11.18. 오후 4:22,"에버테크노, 3억5000만원 규모 BW 발행후 만기전 취득","에버테크노(070480)는 3억5486만원 규모의 신주인수권부사채(BW)를 발행 후 만기전 취득해 소각한다고 18일 공시했다. 한 주당 신주인수권 행사가액은 6065원이다.

[이병희 기자 leo@chosun.com]

chosunbiz.com"
에버테크노,머니투데이,2013.11.18. 오후 4:41,"에버테크노, 3.5억 규모 BW 만기 전 취득","[머니투데이 한보경 기자]에버테크노는 조기상환 청구권 행사에 따라 3억5400만원 규모의 신주인수권부사채(BW)를 만기 전 취득해 소각키로 결정했다고 18일 공시했다.





[오늘의 HOT포토][스페셜 포토][손안의 경제뉴스 머니투데이 모바일웹]

한보경기자 iamhangija@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
에버테크노,이데일리,2013.12.16. 오전 11:09,"[특징주]에버테크노, 디지털 노광장비 개발에 급등","[이데일리 김세형 기자]에버테크노(070480)가 정부의 8세대급 디지털 노광기 개발 발표에 급등세를 타고 있다.

16일 오전 11시5분 현재 전일보다 14.83% 상승한 1820원에 거래되고 있다. 상한가다.

정부는 이날 국내 대·중소기업 및 학계와 함께, 디스플레이 생산 공정의 핵심장비인 ‘8세대 급 디지털 노광기’ 핵심 기술을 개발하고 향후 본격적인 국산화에 나서기로 했다고 밝혔다.

디스플레이 패널 제조시 사용되는 노광기는 제조 공정 중 가장 핵심을 차지하는 장비로 그간 일본(니콘, 캐논 등) 등 선진국에서 장비를 전량 수입했다.

이번 연구에는 삼성전자, LG전자, 코아시스템즈, 풍산시스템, 에버테크노(070480), 연세대 등 21개 산학연 관련 기관이 참여했다.

에버테크노는 당초 거래가 매우 드문 종목이지만 이같은 노광기 개발 소식이 전해지면서 거래량이 급증하고 주가도 함께 뛰었다.

김세형 (eurio@edaily.co.kr)


[이데일리 뉴스 앱][이데일리 TV][이데일리 ON][MP트래블러][마켓포인트]
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
에버테크노,이데일리,2013.12.17. 오전 9:57,"[특징주]에버테크노, 이틀째 '상한가'..디지털 노광기 개발","[이데일리 김도년 기자] 에버테크노(070480)의 주가가 정부의 8세대급 디지털 노광기 개발 발표에 이틀째 상한가를 기록 중이다.

17일 오전 9시53분 현재 전일대비 14.84%(270원) 오른 2090원에 거래되고 있다.

정부는 지난 16일 국내 대·중소기업, 학계 등과 디스플레이 생산 공정의 핵심 장비인 ‘8세대급 디지털 노광기’ 핵심 기술을 개발하고 본격적인 국산화에 나서기로 했다고 밝혔다.

이번 연구에는 삼성전자(005930), LG전자(066570), 코아시스템즈, 풍산시스템, 에버테크노, 연세대 등 21개 산학연 관련 기관이 참여했다.





김도년 (kdn82@edaily.co.kr)


[이데일리 뉴스 앱][이데일리 TV][이데일리 ON][MP트래블러][마켓포인트]
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
에버테크노,머니투데이,2013.12.18. 오전 9:19,"[특징주]에버테크노, 노광기 개발 발표 소식에 사흘째 '上'","[머니투데이 박경담 기자] 에버테크노가 사흘째 상한가다. 정부의 8세대급 디지털 노광기 개발 발표에 따른 것으로 풀이된다.

18일 오전 9시16분 현재 에버테크노는 전일 대비 14.83%(310원) 오른 2400원에 거래되고 있다.

지난 16일 정부는 국내 대·중소기업, 학계 등과 ‘8세대급 디지털 노광기’ 핵심 기술을 개발하고 국산화를 추진한다고 밝혔다. 8세대급 디지털 노광기는 디스플레이 생산 공정의 핵심 장비다.





[오늘의 HOT포토][스페셜 포토][손안의 경제뉴스 머니투데이 모바일웹]

박경담기자 damdam@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
