종목명,신문사,시간,제목,본문
위다스,헤럴드POP,2012.09.25. 오후 4:06,<생생코스닥>위다스，BW 행사가 1320원→924원 조정,"위다스는 시가하락으로 제2회차 신주인수권 행사가액을 1320원에서 924원으로 조정한다고 25일 공시했다.

조정후 행사가능 주식수는 324만6753주로 늘어나게된다.




[오늘의 인기기사]
◆ 경찰간부, 모텔서 여경과 발각되자 뛰어내려 중상
◆ 박봄 민낯공개, “사람? 단백질 인형같아”
◆ 아우디 “일본인 모두 죽여야”…무슨 일?
◆ 7.6m 괴물 뱀…45kg 나가는 동물도 한 입에
◆ 문재인 47.0%, 박근혜 45.0%.총선뒤 첫역전
- 헤럴드 생생뉴스 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
위다스,이데일리,2012.09.25. 오후 4:18,"위다스, 신주인수권행사가 1320원→924원 조정","[이데일리 김보경 기자]위다스(056810)는 시가하락으로 제2회차 신주인수권 행사가액을 1320원에서 924원으로 조정한다고 25일 공시했다.조정후 행사가능 주식수는 324만6753주로 늘어나게 된다.

김보경 (bkkim@edaily.co.kr)"
위다스,매일경제,2012.09.25. 오후 4:45,"[공시] 위다스, 신주인수권행사가액 하향 조정","무선 통신장비 제조업체인 위다스는 시가하락에 따라 신주인수권행사가액을 1320원에서 924원으로 하향 조정키로 했다고 25일 공시했다.
이로써 행사가능 주식수는 324만6753주로 늘어났다.
[전종헌 기자]

▶ `아름다움도 슈퍼스타급`…메간 폭스, 절제된 섹시미 발산

▶ 日도쿄 여행간 30대男, 대형마트 갔다 `화들짝`

▶ 전지현 `사랑할수밖에없는 국민여신`

▶ 박기량-김연정, 롯데→ LG 여신으로?

▶ `세븐 보고 있나?`…박한별, 주상욱과 과감한 속옷 화보 공개

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
위다스,뉴시스,2012.10.09. 오전 11:16,"[9일 오전 공시] 위다스, 신주인수권행사가액 824원으로 조정 등","【서울=뉴시스】

▲위다스= 신주인수권행사가액 1035원에서 824원으로 조정

▲크루셜텍= 터치 검출 방법 및 터치 검출 장치 특허권 취득

▲엠씨넥스= 차량의 전방 도로 표시 장치 특허권 취득

▲포스코= 포항, 광양제철소가 녹색기술, 녹색사업에 대한 적합성 인증 획득

[뉴시스 이시간 핫 뉴스]
ㆍ [국감]""돈받고 정자·난자 드립니다""…인터넷 커뮤니티상 거래성행
ㆍ ´중국인들이 人肉 구하러 한국 온다고?´…인터넷괴담 ´봇물´ 왜?
ㆍ 소득, 女 ´나보다 많아야 돼´ VS 男 ´나보다 낮아도 돼´
ㆍ 여대생 고용 ´유사성행위´ 업주 등 무더기 검거
ㆍ 나이들수록 살찌는 이유 알고보니…


★ 손 안에서 보는 세상, 모바일 뉴시스

★ “우리 결혼합니다” 뉴시스 웨딩알리미 ‘두리’

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
위다스,아시아경제,2012.10.09. 오전 11:21,"위다스, 신주인수권 행사가 하향 조정","[아시아경제 오진희 기자] 위다스는 시가 하락으로 신주인수권 행사가액을 기존 1035원에서 824원으로 하향 조정한다고 9일 공시했다. 이로써 행사가능 주식수는 84만3446주로 증가했다.

오진희 기자 valere@

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>

[관련기사]

▶ '쌍방폭행혐의' 송호범, 아내 성희롱 때문에

▶ ""싸이와 불화설 '김장훈' 결국…"" 충격 발언

▶ ""복귀한 '강호동' 결국 '스타킹' 선택하더니""

▶ 우리 아이키가 또래보다 10cm 더 큰 이유는?

▶ ""혼자 산다는 '고현정' 집이 얼마나 넓으면…"""
위다스,헤럴드POP,2012.10.09. 오전 11:26,"<생생코스닥>위다스, BW 행사가 1035원→824원 조정","위다스는 시가하락에 따라 신주인수권행사가액을 1035원에서 824원으로 조정한다고 9일 공시했다.

조정후 행사가능주식수는 84만3446주로 늘어나게 된다.


[오늘의 인기기사]
◆ 이상호 기자, 김장훈-싸이 전말 공개 “자살 재시도 의사에…”
◆ 김장훈-싸이 공연 스태프 증언글 잇따라…누구 잘못?
◆ 싸이 피소위기“ 김장훈 공연 95%표절”
◆ 머리 거꾸로 달린 양?…충격영상에 경악
◆ 갤럭시S3 젤리빈 업데이트, 뭐가 달라지나?
- 헤럴드 생생뉴스 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
위다스,파이낸셜뉴스,2012.10.09. 오전 11:32,"위다스, 시가하락으로 신주인수권행사가액 조정","위다스는 시가하락으로 신주인수권행사가액을 1035원에서 824원으로 조정한다고 9일 공시했다.


padet80@fnnews.com 박신영 기자



■ 오늘의 핫뉴스
▶ 중, 8일 연휴에 8억명 여행하며 32조 소비력 과시
▶ 오초희, 과거 한 방송서 정준영과 기습키스 ‘무슨 사이?’
▶ LG 히든카드 ‘옵티머스 G’ 그룹 명운 가를 ‘양날의 검’
▶ 인천교사 성추행 비리폭로 어디까지 가나
▶ LG “이종범 코치 영입, 사실 아니다” 전면 부인


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
위다스,매일경제,2012.10.09. 오전 11:33,"[공시] 위다스, 신주인수권 행사가액 하향","위다스는 9일 시가하락으로 신주인수권 행사가액이 1035원에서 824원으로 낮아졌다고 공시했다. 이에 따라 행사가능 주식수는 84만3446주로 늘었다.
[한민수 기자]

▶ ""얼마나 야하길래…"" 김시향 세미누드화보, 인터넷 서버 다운

▶ 안철수 `폭탄 발언` ""나와 단일화 하려면…""

▶ 축제마당에 취재봉쇄하는 KBO와 야구기자회

▶ 수지 시구 이번에는… ‘오빠들 心 빼앗다’

▶ 이해인, `히로스에 료코` 능가하는 비키니 몸매 화제

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
위다스,머니투데이,2012.10.22. 오후 1:37,"위다스, 30억 규모 공급계약 체결","[머니투데이 김하늬 기자]위다스는 22일 일본 NEC와 30억9500만원 규모의 일본향 Pico ICS중계시스템 및 부대장비 공급계약을 체결했다고 공시했다.
이는 최근 매출액 대비 27.1% 규모로 계약기간은 오는 11월15일까지다.
회사측은 ""이번 공급 장비의 최종 수요처는 일본 이동통신 사업자인 KDDI다""고 설명했다.


[머니투데이 핫뉴스]
☞ ""다음주에 결혼"" 글 올렸더니, 2만명 동시에…
☞ ""이게 다 싸이 때문이다""라고 왜 말을 못하나
☞ 세운상가를 기억 하시나요? '6년 잔혹사'
☞ 朴후보, 기자회견장서 주진우 기자와 '설전'
☞ [시승기]3천만원대 벤츠 'A클래스' 獨서 타보니…

김하늬기자 honey@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
위다스,아시아경제,2012.10.22. 오후 1:38,"위다스, 31억 규모 장비 공급 계약","[아시아경제 박혜정 기자]위다스는 NEC와 30억9500만원 규모의 일본향 Pico ICS중계시스템 및 부대장비 공급 계약을 체결했다고 22일 공시했다. 이는 최근 매출액 대비 27.1%에 해당한다.

박혜정 기자 parky@

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>

[관련기사]
""미모의 승무원과 결혼 '정준하' 5개월만에""
""기자 된 '조정린' 김성수 전처 사건 맡더니""
""우유주사 걸린 '에이미' 판사한테 한 말이""
'김성수 전처 피살현장' 있던 박용근 상태가
'김태희-하정우' 결혼설 정말 이상하더니만…"
