종목명,신문사,시간,제목,본문
파티게임즈,매일경제,2017.09.25. 오후 9:24,"파티게임즈, 유산균 강소기업 바이오제닉스코리아 인수…신성장동력 확보","파티게임즈가 신성장동력을 확보하기 위해 유산균 제조·건강기능식품 회사 바이오제닉스코리아를 인수했다.

파티게임즈는 25일 공시를 통해 바이오제닉스코리아 지분 12.11%를 인수한다고 밝혔다. 1차로 95억원 상당의 지분을 인수한 뒤 향후 기존 주주와 협의가 끝나는 대로 추가적인 지분을 확보해 경영권을 확보한 최대주주로 올라설 방침이다.

올 들어 파티게임즈는 안정적인 수익원 창출을 위해 게임 아이템 거래 전문회사인 비엔앰(B&M)의 지분 37.32%를 인수하고 추가 지분을 취득할 예정이라고 밝힌 바 있다. 이후 게임 아이템 거래라는 연간 300억원대의 안정적인 수익을 기반으로 바이오 및 유산균 사업으로 추가적인 성장동력을 확보할 것이라고 앞서 밝혔던 사업계획을 실행한 것이다.

파티게임즈 관계자는 ""바이오제닉스코리아의 유산균 사업과 건강 식품 사업은 내년부터 바로 큰 수익이 가능한 사업으로 연구비와 임상이 많이 들어가는 일반 바이오 기업과는 다르다""며 ""면역력에 특효가 있는 유산균 종균(nf1)을 직접 갖고 있고 이를 인체에 잘 흡수되게 하는 세계적인 나노화 기술을 가지고 있어 성장성이 높다""고 강조했다.

특히 일반 생유산균은 식품 첨가물로 사용하기에 부적합하지만 바이오제닉스코리아의 nf1 유산균은 특수 나노화 가공 처리로 모든 식품에 첨가할 수 있어 응용 범위가 넓다는 장점이 있다.

바이오제닉스코리아 측은 ""nf1은 특허받은 유산균으로 분유 요구르트 같은 유제품 외에 음료 과자 빵 커피, 육수, 사료 등 모든 음식품뿐 아니라 화장품·치약·생리대·기저귀 등의 생활용품에도 첨가돼 기능성을 높여주는 역할을 한다""며 ""현재 여러 대기업과 납품 계약을 협상 중으로, 올해 안에 마무리될 예정이다""고 밝혔다.

파티게임즈는 새로운 사업진행을 위해 다음달 12일 임시추종을 열고 사명과 사업목적 변경을 단행한다. 아울러 김기태 바이오제닉스코리아 대표를 사내이사로 임명할 예정이다. 리니지m을 통해 모바일 아이템 거래 시장이 열려 아이템 사업이 향후 고속성장이 예상되고, 수익성과 성장성 갖춘 유산균, 바이오 사업까지 영위하게 된 파티게임즈는 내년부터 매출과 수익성에서 대폭 성장할 것이라는 게 회사 측의 설명이다.

[안갑성 기자]



[매일경제 공식 페이스북] [오늘의 인기뉴스] [매경 프리미엄]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
파티게임즈,머니투데이,2017.09.27. 오전 7:37,"파티게임즈, 강윤구 대표 신규 선임","[머니투데이 박상빈 기자] 파티게임즈는 27일 강윤구 대표이사를 신규 선임했다고 공시했다. 이에 따라 김용훈, 강윤구 대표 체제로 변경됐다. 기존 이기재 대표는 일신상의 사유로 사임했다.

옆사람이 지금 보는 기사들▶
무료만화 즐기고~선물타자!▶ 치어리더 vs 레이싱걸▶

박상빈 기자 bini@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
파티게임즈,한국경제,2017.09.27. 오전 7:44,"파티게임즈, 강윤구 대표이사 신규 선임","파티게임즈는 기존 이기재 대표의 일신상의 사임으로 인해 강윤구 대표이사를 신규 선임했다고 27일 공시했다.

이로써 파티게임즈의 대표이사는 김용훈, 이기재 대표이사 체제에서 김용훈, 강윤구 대표이사 체제로 변경됐다.

채선희 한경닷컴 기자 csun00@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
파티게임즈,연합뉴스,2017.09.27. 오전 8:22,"파티게임즈, 강윤구 각자 대표이사 신규 선임","(서울=연합뉴스) 권수현 기자 = 코스닥 상장사 파티게임즈는 이기재 대표이사가 일신상의 이유로 사임함에 따라 강윤구 대표이사를 신규선임했다고 27일 공시했다.

이에 따라 파티게임즈는 김용훈·이기재 각자 대표에서 김용훈·강윤구 각자 대표 체제로 변경됐다.

inishmore@yna.co.kr

기자가 기다려요. 기사 문의 및 제보는 여기로(클릭!)

최신 유행 트렌드 총집결(클릭!)"
파티게임즈,뉴시스,2017.09.27. 오전 8:35,"파티게임즈, 강윤구 대표 신규 선임","【서울=뉴시스】 김지은 기자 = 코스닥 상장사 파티게임즈(194510)는 이기재 대표이사가 일신상의 이유로 사임함에 따라 강윤구 대표이사를 신규 선임했다고 27일 공시했다.

이에 따라 파티게임즈는 김용훈·이기재 대표에서 김용훈·강윤구 대표 체제로 변경됐다.

kje1321@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
파티게임즈,이데일리,2017.09.27. 오전 8:54,"파티게임즈, 강윤구 대표 신규 선임","[이데일리 오희나 기자] 파티게임즈(194510)는 27일 강윤구 대표이사를 신규 선임했다고 공시했다. 이에 따라 김용훈, 강윤구 대표 체제로 변경됐다.

오희나 (hnoh@edaily.co.kr)

▶사진으로 보는 핫이슈
▶[페이스북] 보러가기~♥ | [카카오톡] 플친 맺기~♥


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
파티게임즈,파이낸셜뉴스,2017.09.27. 오전 8:58,"[공시] 파티게임즈, 강윤구 대표이사 신규선임","코스닥 상장기업 파티게임즈는 이기재 대표이사가 일신상의 이유로 사임함에 따라 강윤구 대표이사를 신규선임했다고 27일 공시했다.

이에 따라 파티게임즈는 김용훈·이기재 각자 대표에서 김용훈·강윤구 각자 대표 체제로 변경됐다.

강윤구 신임 대표이사는 코스닥 상장사인 씨엠에스에듀, 인터넷 솔루션 개발업체 모다 등에서 이사를 역임했다고 있다고 업체 측은 설명했다.

bhoon@fnnews.com 이병훈 기자

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
파티게임즈,아시아경제,2017.09.27. 오전 9:22,"파티게임즈, 대표이사 김용훈·강윤구 체제로 변경","[아시아경제 임혜선 기자]파티게임즈는 이기재 대표의 일신상의 사임에 따라 대표이사가 김용훈 ·강윤구 체제로 변경됐다고 27일 공시했다.

임혜선 기자 lhsro@asiae.co.kr

▶ 양낙규의 [군사이야기]
▶ #오늘의 특징주! ▶ #오늘의 많이 본 (클릭!)

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
파티게임즈,서울경제,2017.09.27. 오전 10:25,"파티게임즈, 강윤구 대표이사 신규 선임","[서울경제] 코스닥상장사 파티게임즈(194510)가 이기재 대표이사가 일신상의 이유로 사임해 강윤구 대표이사를 신규 선임했다고 27일 공시했다. 파티게임즈의 김용훈, 이기재 대표이사 체제에서 김용훈, 강윤구 대표이사 체제로 변경됐다.

/이경운기자 cloud@sedaily.com

[서울경제 바로가기]
1997년 이래 대한민국 최고의 과학자 DB [바로가기]
서울경제의 모든 연재물!... 서경Cube [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
파티게임즈,이데일리,2017.09.27. 오후 2:24,"[특징주]파티게임즈, 황금 연휴 아이템 거래 증가 기대 ↑","[이데일리 박형수 기자] 파티게임즈(194510)가 사상 최장 황금연휴에 따른 게임 아이템 거래 증가 기대로 강세다.

27일 오후 2시22분 파티게임즈는 전날보다 3.77% 오른 1만1000원에 거래되고 있다.

파티게임즈는 최대주주인 모다와 국내 최대 게임 아이템 거래소인 아이템매니아와 아이템베이를 운영하고 있다. 1000만명이 넘는 가입자를 보유해 국내 게임 아이템 거래시장에서 독점적 지위를 누리고 있다.

파티게임즈 관계자는 “일반적으로 게임 아이템 거래는 추석 연휴 기간과 연휴 전후로 늘어나는 경향이 있다”며 “연휴가 예년보다 길고 엔씨소프트 리니지M 아이템 거래가 본격화된 만큼 거래량이 많이 증가할 것으로 예상한다”고 설명했다.

박형수 (parkhs@edaily.co.kr)

▶사진으로 보는 핫이슈
▶[페이스북] 보러가기~♥ | [카카오톡] 플친 맺기~♥


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
